,city,lat,lng,Cloudiness,Country,Date,Humidity,Windspeed,Max temp
271,Plettenberg Bay,-34.05,23.37,0,ZA,1566660190,47,2.0,19.72
272,Horasan,40.04,42.16,100,TR,1566660048,53,1.84,19.22
273,Baikunthpur,23.26,82.56,100,IN,1566660048,95,1.07,23.02
274,Tasiilaq,65.61,-37.64,20,GL,1566660048,61,3.6,9.0
275,Chegdomyn,51.13,133.04,75,RU,1566660048,94,0.58,13.12
276,Matay,28.42,30.79,0,EG,1566660048,16,5.07,36.72
277,Lompoc,34.64,-120.46,75,US,1566660002,93,1.64,19.0
278,Narsaq,60.91,-46.05,75,GL,1566660191,48,1.5,10.0
279,Bhuban,20.88,85.83,100,IN,1566660049,87,1.2,26.32
280,San Patricio,-26.98,-56.83,0,PY,1566660049,54,2.27,21.82
281,Hovd,63.83,10.7,75,NO,1566659850,77,2.1,17.78
282,Jasper,33.83,-87.28,1,US,1566660050,66,1.22,31.0
283,Port Blair,11.67,92.75,100,IN,1566660050,82,10.58,27.82
284,Berezovyy,51.67,135.7,100,RU,1566660050,97,0.9,8.82
285,Talnakh,69.49,88.39,0,RU,1566660050,93,3.0,13.0
286,Srednekolymsk,67.46,153.71,55,RU,1566660051,54,3.36,15.62
287,Lagoa,37.14,-8.45,0,PT,1566659828,42,4.1,30.56
288,Ojinaga,29.56,-104.41,1,US,1566660051,54,3.33,28.0
289,Huangcun,23.83,115.22,100,CN,1566660051,88,2.03,26.22
290,Roebourne,-20.77,117.15,0,AU,1566660051,64,3.51,18.32
291,Porto Velho,-8.75,-63.87,0,BR,1566660051,58,2.6,31.0
292,Provideniya,64.42,-173.23,0,RU,1566660052,79,1.21,7.22
293,San Luis,-33.3,-66.34,23,AR,1566660052,31,2.52,21.52
294,Kupang,-10.16,123.6,26,ID,1566660052,73,6.57,24.32
295,Biak,-0.91,122.88,65,ID,1566660193,98,2.15,17.02
296,Shingu,33.72,135.99,100,JP,1566660053,98,0.74,18.42
297,Pedernales,0.07,-80.05,99,EC,1566660053,87,5.87,22.72
298,Bilibino,68.06,166.44,26,RU,1566660053,60,2.1,7.02
299,Cidreira,-30.17,-50.22,17,BR,1566660194,54,4.16,17.82
300,Sarlat-la-Caneda,44.89,1.22,0,FR,1566660053,24,2.1,35.0
301,Panguna,-6.32,155.48,100,PG,1566660054,79,4.55,26.62
302,Abha,18.22,42.5,75,SA,1566660195,36,2.1,25.0
303,Darnah,32.77,22.64,0,LY,1566660034,80,5.8,26.22
304,Volot,57.93,30.71,51,RU,1566660054,66,3.07,19.32
305,Vila Velha,-3.71,-38.6,20,BR,1566660054,45,9.8,31.0
306,Abengourou,6.73,-3.5,62,CI,1566660055,94,2.04,24.42
307,Salmas,38.2,44.77,20,IR,1566660055,27,2.1,30.0
308,Pisco,-13.71,-76.2,90,PE,1566660055,30,3.6,22.0
309,Orange Cove,36.62,-119.31,3,US,1566660055,50,2.1,26.11
310,Ahipara,-35.17,173.16,100,NZ,1566660055,100,0.89,10.56
311,Pulaski,37.05,-80.78,90,US,1566660056,88,2.1,18.33
312,Thompson,55.74,-97.86,75,CA,1566659967,93,3.1,16.0
313,Komsomolskiy,67.55,63.78,93,RU,1566660056,65,3.96,8.72
314,Husavik,50.56,-96.99,100,CA,1566660056,57,4.92,22.22
315,San Rafael,-34.61,-68.33,0,AR,1566660057,42,1.53,16.22
316,Quimper,48.0,-4.1,0,FR,1566660057,53,3.6,27.22
317,Kyzyl-Suu,42.34,78.0,69,KG,1566660057,54,3.75,18.72
318,Yatou,3.63,9.81,75,CM,1566660057,94,1.5,24.0
319,Camabatela,-8.19,15.37,37,AO,1566660058,12,1.38,35.02
320,Linden,6.01,-58.31,75,GY,1566660058,62,2.1,32.0
321,Broken Hill,-31.97,141.45,6,AU,1566660058,66,10.3,13.0
322,Andra,62.52,65.89,100,RU,1566660058,90,5.35,12.32
323,Baijiantan,45.63,85.18,89,CN,1566660058,23,6.75,22.82
324,Dunedin,-45.87,170.5,86,NZ,1566659843,55,1.79,8.89
325,Agadez,16.97,7.99,75,NE,1566660059,49,6.2,33.0
326,La Seyne-sur-Mer,43.1,5.88,0,FR,1566660059,42,5.1,31.11
327,Mount Gambier,-37.83,140.78,60,AU,1566660093,93,3.1,3.0
328,Beringovskiy,63.05,179.32,0,RU,1566659938,90,3.04,7.12
329,Flin Flon,54.77,-101.88,90,CA,1566660198,93,2.1,17.0
330,Constitucion,23.99,-104.67,75,MX,1566660060,68,2.6,18.33
331,Kifri,34.69,44.96,0,IQ,1566660060,11,3.96,41.72
332,Iquitos,-3.75,-73.25,40,PE,1566660061,319,1.5,6.0
333,Botwood,49.14,-55.34,75,CA,1566660061,87,7.7,11.11
334,Darfield,-43.49,172.11,0,NZ,1566660061,78,1.0,3.33
335,Porto Novo,-23.68,-45.44,75,BR,1566660061,68,2.6,18.0
336,Sorong,-0.86,131.25,100,ID,1566660062,93,3.13,22.92
337,Buraydah,26.33,43.97,0,SA,1566660199,15,3.1,41.0
338,Comodoro Rivadavia,-45.87,-67.48,0,AR,1566660199,41,6.2,16.0
339,Canela,-29.36,-50.81,32,BR,1566660063,56,1.34,20.0
340,Micheweni,-4.97,39.83,45,TZ,1566660064,79,6.19,25.12
341,Bull Savanna,17.89,-77.59,0,JM,1566660064,71,2.76,28.42
342,Ambilobe,-13.19,49.05,75,MG,1566659848,74,2.46,24.62
343,Oussouye,12.49,-16.54,18,SN,1566660064,83,8.44,26.82
344,Iqaluit,63.75,-68.52,75,CA,1566660002,70,2.1,8.0
345,Puerto Colombia,10.99,-74.96,20,CO,1566660065,70,3.1,32.78
346,Carballo,43.21,-8.69,20,ES,1566660065,64,4.1,26.67
347,Tsumeb,-19.25,17.72,0,NA,1566660065,10,6.93,26.42
348,Sheridan,39.65,-105.03,20,US,1566660066,68,2.1,21.11
349,Noumea,-22.28,166.46,90,NC,1566660066,63,2.1,21.11
350,Marathon,48.72,-86.38,75,CA,1566660034,82,2.89,15.0
351,Le Mars,42.79,-96.17,20,US,1566660066,77,5.7,21.11
352,Ouadda,8.07,22.4,89,CF,1566660066,93,1.8,23.42
353,Tarko-Sale,64.92,77.78,9,RU,1566660067,89,2.61,13.33
354,Umba,66.69,34.34,100,RU,1566660067,87,2.24,12.42
355,Aswan,24.09,32.9,0,EG,1566660067,13,4.6,40.0
356,Soe,57.91,26.05,7,EE,1566660067,46,6.2,22.0
357,Nantucket,41.28,-70.1,1,US,1566659911,64,8.2,23.33
358,La Ronge,55.1,-105.3,90,CA,1566660068,100,1.5,14.0
359,Bekovo,52.46,43.7,0,RU,1566660068,56,1.75,21.02
360,Wanaka,-44.7,169.14,45,NZ,1566660068,93,3.09,-0.48
361,Christchurch,-43.53,172.64,0,NZ,1566660068,87,1.0,3.33
362,Pombal,-6.77,-37.8,2,BR,1566660069,23,3.21,34.12
363,Kendari,-3.99,122.52,14,ID,1566660069,92,0.67,22.32
364,Portland,43.66,-70.25,40,US,1566659734,56,4.1,22.22
365,Mareeba,-16.99,145.42,19,AU,1566660069,82,3.1,17.0
366,Sterling,39.0,-77.4,20,US,1566660069,53,4.1,24.0
367,Severo-Kurilsk,50.68,156.12,100,RU,1566659999,90,9.63,8.92
368,Karlshamn,56.17,14.86,0,SE,1566660070,69,3.1,24.0
369,Saint Austell,50.34,-4.77,0,GB,1566660070,68,9.3,27.22
370,Nizhniy Tsasuchey,50.52,115.13,43,RU,1566660070,71,1.96,15.42
371,Saint George,39.45,22.34,20,GR,1566660070,28,7.2,34.0
372,Dingle,11.0,122.67,100,PH,1566660071,88,2.47,24.02
373,Belen,34.66,-106.78,1,US,1566660071,43,2.13,25.0
374,Brightwater,-41.37,173.11,8,NZ,1566660071,77,0.45,8.33
375,Xichang,27.88,102.25,1,CN,1566660204,91,0.99,14.42
376,George,-15.35,34.83,75,MW,1566660071,44,5.1,25.0
377,Georgiyevka,52.25,40.45,0,RU,1566660072,47,1.17,22.72
378,Waddan,29.16,16.14,0,LY,1566660072,19,4.48,35.22
379,Derzhavinsk,51.1,66.31,0,KZ,1566660072,32,2.42,24.02
380,Zyryanka,65.73,150.89,100,RU,1566660072,66,5.42,18.22
381,Soyo,-6.13,12.37,75,AO,1566659834,78,3.6,23.0
382,Gunjur,13.18,-16.76,75,GM,1566660073,79,3.1,30.0
383,Winslow,51.94,-0.88,0,GB,1566660073,36,3.6,30.0
384,San Fernando,10.28,-61.46,40,TT,1566660073,78,3.1,31.11
385,Ranfurly,53.41,-111.68,100,CA,1566660073,83,1.9,13.02
386,Kamaishi,39.28,141.86,100,JP,1566660074,99,1.59,14.72
387,Okhotsk,59.36,143.24,80,RU,1566660074,95,2.61,11.02
388,Sistranda,63.73,8.83,75,NO,1566659971,82,3.1,16.0
389,Verkhoyansk,67.55,133.39,0,RU,1566660074,63,1.9,12.32
390,Sergeyevka,53.88,67.42,49,KZ,1566660075,71,3.01,16.62
391,Torbay,47.66,-52.73,90,CA,1566660075,82,8.2,16.0
392,Okha,53.59,142.95,100,RU,1566660075,91,3.01,9.62
393,Zheleznodorozhnyy,55.75,38.0,0,RU,1566660075,46,4.0,23.89
394,San Policarpo,12.18,125.51,100,PH,1566660076,83,2.22,27.12
395,South Bend,41.68,-86.25,1,US,1566660048,48,4.6,21.11
396,Petrozavodsk,61.79,34.39,40,RU,1566660076,93,3.0,14.0
397,Mouila,-1.86,11.06,100,GA,1566660076,49,2.57,30.12
398,Meulaboh,4.14,96.13,100,ID,1566660207,86,5.04,25.52
399,Kahului,20.89,-156.47,1,US,1566660077,73,3.1,24.44
400,Hamilton,43.26,-79.87,20,CA,1566660106,68,2.6,21.67
401,Tocopilla,-22.09,-70.2,0,CL,1566660207,83,2.88,13.32
402,Port Hedland,-20.31,118.58,0,AU,1566660077,82,4.1,17.0
403,Nizhniy Odes,63.64,54.86,100,RU,1566660077,89,0.53,11.62
404,Hervey Bay,-25.3,152.85,0,AU,1566660077,87,2.1,13.33
405,Saint-Louis,16.03,-16.5,40,SN,1566660078,74,5.1,30.0
406,Palaikastron,35.2,26.25,0,GR,1566660078,82,7.76,25.22
407,Longkou,37.64,120.47,0,CN,1566660078,67,3.94,23.62
408,Codrington,-28.95,153.24,0,AU,1566660078,93,1.73,14.0
409,Malabo,1.56,30.43,3,CD,1566660079,70,0.39,25.32
410,Alugan,12.22,125.48,100,PH,1566660079,90,0.68,24.62
411,Ondjiva,-17.07,15.73,0,AO,1566660079,8,4.1,29.0
412,Hithadhoo,-0.6,73.08,100,MV,1566659946,68,4.35,28.62
413,Charters Towers,-20.07,146.27,0,AU,1566660080,91,3.37,14.32
414,Saint-Denis,48.94,2.36,90,FR,1566660080,35,2.1,32.22
415,Yakima,46.6,-120.51,1,US,1566660080,43,1.5,22.78
416,Grand Gaube,-20.01,57.66,75,MU,1566660080,78,6.7,22.0
417,Inhambane,-23.87,35.38,40,MZ,1566660080,64,3.1,23.0
418,College,64.86,-147.8,90,US,1566660081,100,0.52,6.11
419,Tsaratanana,-16.8,47.65,39,MG,1566660081,46,4.99,22.92
420,Mahon,51.89,-8.4,75,IE,1566660081,82,2.1,22.22
421,Pangkalanbuun,-2.68,111.62,100,ID,1566660081,84,1.6,25.12
422,Poum,41.28,20.71,40,MK,1566660082,35,1.5,29.0
423,Lahij,13.06,44.88,0,YE,1566660082,30,5.85,37.42
424,San Juan,-31.54,-68.53,0,AR,1566660026,24,2.4,14.62
425,Antigonish,45.62,-61.99,75,CA,1566660082,68,3.6,22.22
426,Kloulklubed,7.04,134.26,90,PW,1566660083,88,3.6,26.0
427,Kruisfontein,-34.0,24.73,0,ZA,1566660008,43,3.63,21.12
428,Bonavista,48.65,-53.11,100,CA,1566660083,86,3.13,12.78
429,Nicoya,10.15,-85.45,0,CR,1566660083,66,4.1,30.0
430,Tabou,4.42,-7.36,85,CI,1566660083,73,4.69,26.92
431,Grosse Pointe Farms,42.41,-82.89,1,CA,1566660084,45,6.7,21.11
432,Atar,20.52,-13.05,25,MR,1566660084,26,6.9,38.72
433,Aksu,52.04,76.93,0,KZ,1566660084,68,4.0,18.0
434,Vagamo,61.88,9.1,100,NO,1566660084,68,2.12,14.02
435,Norsup,-16.07,167.38,54,VU,1566660084,70,5.2,22.42
436,Izumo,35.37,132.75,75,JP,1566660085,78,4.1,24.0
437,Westport,41.14,-73.36,1,US,1566659813,40,4.1,23.33
438,Alekseyevskoye,45.2,43.58,100,RU,1566660085,23,2.16,34.02
439,Tashtyp,52.8,89.89,95,RU,1566660085,98,2.35,8.62
440,Kyshtovka,56.56,76.62,42,RU,1566660085,69,4.24,15.82
441,Gidam,18.98,81.4,100,IN,1566660004,97,1.35,23.22
442,Anahuac,26.44,-109.02,100,MX,1566660086,82,0.89,27.78
443,Aquiraz,-3.9,-38.39,20,BR,1566659962,45,9.8,31.0
444,Mokhsogollokh,61.4,128.95,100,RU,1566660016,87,1.34,13.02
445,Gautier,30.39,-88.61,1,US,1566660086,74,2.1,30.0
446,Sangin,32.07,64.85,0,AF,1566660087,10,5.72,30.32
447,Tevriz,57.51,72.4,53,RU,1566660087,79,3.34,14.52
448,Along,28.17,94.8,70,IN,1566660087,94,2.72,15.52
449,Sereflikochisar,38.94,33.54,0,TR,1566660088,32,7.53,29.02
450,Marawi,8.0,124.29,100,PH,1566660216,85,0.45,25.56
451,Qaqortoq,60.72,-46.03,75,GL,1566660088,48,1.5,10.0
452,Kindu,-2.95,25.92,76,CD,1566660088,28,0.66,33.92
453,Atyrau,47.1,51.92,0,KZ,1566660088,22,3.0,31.0
454,Corning,42.14,-77.05,40,US,1566659895,59,3.1,20.0
455,Rio Grande,-32.03,-52.1,40,BR,1566660089,82,2.1,15.0
456,Strezhevoy,60.73,77.6,90,RU,1566660089,93,6.0,14.0
457,Mihalyi,47.51,17.1,75,HU,1566660089,45,3.1,31.0
458,Manado,1.49,124.85,20,ID,1566660089,94,0.5,23.0
459,Teahupoo,-17.83,-149.27,0,PF,1566660090,83,1.5,22.0
460,Maceio,-9.67,-35.74,75,BR,1566660004,61,4.6,27.0
461,Jakar,27.55,90.75,96,BT,1566660090,98,0.36,12.02
462,Vangaindrano,-23.35,47.6,1,MG,1566660090,89,1.46,18.82
463,Krasnyy Chikoy,50.36,108.75,100,RU,1566660090,95,1.34,12.32
464,Dongying,37.43,118.67,10,CN,1566660091,55,1.01,24.62
465,Kendal,-6.92,110.2,20,ID,1566660091,61,1.0,28.0
466,Muisne,0.61,-80.02,75,EC,1566660091,83,3.6,26.0
467,Richards Bay,-28.77,32.06,0,ZA,1566660091,68,11.41,23.02
468,Ugoofaaru,5.67,73.0,100,MV,1566660092,74,5.29,28.32
469,Leh,34.16,77.58,0,IN,1566660092,32,2.89,11.12
470,Katwijk,52.2,4.41,0,NL,1566660092,35,3.1,31.11
471,Ucluelet,48.94,-125.55,90,CA,1566659987,100,1.5,15.0
472,Lom Sak,16.78,101.24,100,TH,1566660092,97,1.15,20.82
473,Hofn,64.25,-15.21,100,IS,1566660093,93,7.87,4.62
474,Saint Anthony,43.97,-111.68,1,US,1566660093,48,1.5,17.22
475,Snezhnogorsk,69.19,33.23,75,RU,1566660093,71,3.0,10.0
476,Lensk,60.71,114.91,100,RU,1566660094,86,1.91,13.12
477,Bakchar,57.02,82.07,28,RU,1566660094,97,2.23,14.92
478,Vostok,46.45,135.83,60,RU,1566660094,98,0.33,8.82
479,Querfurt,51.38,11.6,0,DE,1566660094,35,5.7,30.56
480,Hammerfest,70.66,23.68,75,NO,1566660095,70,5.1,7.0
481,Kudahuvadhoo,2.67,72.89,99,MV,1566660095,68,3.24,28.42
482,Mokhotlong,-29.29,29.06,0,LS,1566660095,13,4.34,15.02
483,Alice Springs,-23.7,133.88,0,AU,1566660095,21,2.1,9.0
484,Boa Vista,2.82,-60.67,40,BR,1566659817,58,3.6,31.0
485,Rawson,-43.3,-65.11,100,AR,1566660096,44,3.28,14.72
486,Moose Factory,51.26,-80.61,1,CA,1566660096,77,3.1,15.0
487,Wenling,28.38,121.38,94,CN,1566660096,51,1.12,32.78
488,Vaitape,-16.52,-151.75,61,PF,1566660096,72,3.51,25.32
489,Tabuk,17.41,121.44,100,PH,1566660096,91,1.28,18.62
490,Vokhma,58.93,46.76,100,RU,1566660097,96,5.15,12.82
491,Pundaguitan,6.37,126.17,79,PH,1566660017,81,5.1,27.62
492,Bolu,40.73,31.61,0,TR,1566660097,62,2.01,24.72
493,Rosarito,4.91,-75.23,40,CO,1566660097,63,2.46,29.0
494,Nagato,34.35,131.14,75,JP,1566660098,78,1.0,23.0
495,Changuinola,9.44,-82.52,6,PA,1566660098,62,1.31,26.72
496,Santona,43.44,-3.46,90,ES,1566660098,78,4.6,25.0
497,Matamoros,25.87,-97.51,20,US,1566660099,79,4.6,32.22
498,Umm Lajj,25.02,37.27,0,SA,1566660099,72,2.86,30.72
499,Ponta Delgada,37.73,-25.67,75,PT,1566660099,88,7.2,23.0
500,Khorixas,-20.37,14.96,0,NA,1566660099,7,3.51,33.82
501,Norman Wells,65.28,-126.83,75,CA,1566660100,100,2.6,4.0
502,Regina,50.45,-104.62,75,CA,1566660016,100,3.6,19.44
503,Kanye,-24.98,25.34,0,BW,1566660100,10,3.7,25.32
504,Dargaville,-35.94,173.86,100,NZ,1566660101,71,10.85,13.22
505,Mungwi,-10.17,31.37,0,ZM,1566660101,21,2.59,27.72
506,Kutum,14.2,24.66,74,SD,1566660101,38,5.53,29.12
507,Naze,5.43,7.07,100,NG,1566660009,81,3.76,25.82
508,Manoel Urbano,-8.84,-69.26,23,BR,1566660102,32,1.37,34.02
509,Kautokeino,69.01,23.04,85,NO,1566660102,67,3.86,8.42
510,Kouroussa,10.65,-9.88,100,GN,1566660102,95,1.3,22.22
511,Skibbereen,51.55,-9.27,75,IE,1566660006,82,2.1,19.0
512,Mailsi,29.8,72.18,33,PK,1566660103,23,4.2,35.72
513,Dicabisagan,17.08,122.42,100,PH,1566660103,81,2.1,25.12
514,Mabaruma,8.2,-59.78,33,GY,1566660103,85,1.8,27.92
515,Mayo,63.59,-135.9,75,CA,1566660009,84,2.1,2.0
516,Ixtapa,20.71,-105.21,75,MX,1566660103,78,1.5,28.89
517,Maracacume,-2.04,-45.96,66,BR,1566659826,59,2.42,30.42
518,Luena,-11.78,19.91,0,AO,1566660104,39,3.6,27.0
519,Vigrestad,58.57,5.7,40,NO,1566660104,64,8.2,22.0
520,Sorland,67.67,12.69,100,NO,1566660104,78,5.04,11.52
521,Yalvac,38.3,31.18,0,TR,1566660104,27,6.7,30.0
522,Praia da Vitoria,38.73,-27.07,20,PT,1566659916,69,5.82,24.0
523,Indaparapeo,19.79,-100.97,75,MX,1566660105,88,0.57,20.56
524,San Matias,-16.36,-58.4,0,BO,1566660105,20,3.66,36.42
525,Maraba,-5.35,-49.1,40,BR,1566660105,52,2.6,33.0
526,Winneba,5.35,-0.62,75,GH,1566660106,69,9.3,27.0
527,Samaro,25.28,69.4,0,PK,1566660106,57,7.11,31.42
528,Eyl,7.98,49.82,44,SO,1566660106,36,8.45,33.02
529,Houma,35.63,111.36,100,CN,1566660106,63,5.68,24.12
530,Kalmunai,7.42,81.82,58,LK,1566660005,61,1.49,27.12
531,Sisimiut,66.94,-53.67,0,GL,1566660107,72,4.34,6.52
532,Yatsuo,36.58,137.14,75,JP,1566660107,83,2.1,23.33
533,Ostrovnoy,68.05,39.51,100,RU,1566660107,84,5.62,7.62
534,Yarmouth,43.84,-66.12,20,CA,1566660107,72,4.6,21.11
535,Pitiquito,30.68,-112.05,4,MX,1566660108,81,0.89,31.11
536,Tessalit,20.2,1.01,40,ML,1566660108,25,4.1,37.72
537,Turgutlu,38.5,27.71,0,TR,1566660108,28,6.2,36.11
538,Kasongo,-4.43,26.67,1,CD,1566660108,18,1.04,36.52
539,Benguela,-12.58,13.4,0,AO,1566660108,54,2.6,27.0
540,Turukhansk,65.8,87.96,100,RU,1566660109,66,3.96,15.22
541,Amapa,15.09,-87.97,20,HN,1566660109,66,1.11,30.0
542,Bundaberg,-24.87,152.35,0,AU,1566660109,87,2.1,13.33
